user_id	interested_news_id
U60728	N51692
U60729	N14417 N41881 N840
U60731	N21297 N21428 N21977 N22443 N37009 N41122 N5106
U60734	N19347 N3028 N3500 N44251
U60735	N1825 N28058 N29468 N51692 N55582 N60989 N871
U60743	N10897 N21981 N3309 N41881 N48284 N64830
U60744	N63970
U60745	N28702 N45146 N63970 N8148
U60746	N63970
U6075	N34004 N40839
U60751	N11853 N1670 N19638 N20377 N25608 N28000 N30725 N33485 N42028 N61440 N62634
U60753	N13710 N14191 N21460 N26754 N33194 N38197 N38701 N57754 N5869 N8148
U60759	N58641
U6076	N32098 N49200 N51819
U60761	N23414 N24164 N2937 N32109 N33617 N44070
U60764	N24582
U60766	N10629 N20530 N43436 N49088 N58641 N59984 N8148 N871
U60769	N10559 N40716
U60770	N37331 N63180 N871
U60773	N31057 N33964 N35729 N61022
U60776	N45999
U60777	N10812 N12845 N19347 N32109 N32643 N3500 N41881 N51111 N54842 N59852 N61022
U60779	N12398 N3491 N8148 N8275
U6078	N13923 N13935 N25109 N53696
U60782	N14263 N23942 N25064 N27869 N28058 N34888 N56575 N60289
U60783	N11484 N18285 N19913 N2554 N27311 N30884 N32662 N34069 N35729 N59649
U60785	N13176 N21178
U60786	N41122
U60787	N22976 N8119 N8148
U60788	N12282 N12469 N12728 N22471 N57886 N65185
U60790	N32874
U60796	N21656 N63970 N8148 N871
U60798	N1581 N17990 N22772 N25158 N3715 N4312 N48615 N48657 N52121 N54522 N56586 N64982 N7376 N871
U60799	N33170 N44251 N51706
U6080	N10843 N13968 N17498 N25113 N32641 N36780 N37009 N41651 N44912 N58264
U60800	N13575 N27581 N44092
U60802	N46759
U60804	N22852 N23197 N3243 N45146 N51111 N57147 N63054 N64408
U60806	N40839
U60808	N14626 N27581 N5862 N64408
U6081	N32643 N4501 N51977 N5791
U60814	N17340 N33391 N61022
U60817	N56586
U60819	N21383 N871
U60820	N45523 N6890 N7535
U60821	N11402 N26560 N41881 N42947 N8148
U60822	N20495 N61022
U60826	N11405 N23414 N45523 N47525 N54347
U6083	N40973 N42079 N58264
U60832	N37748 N61022 N63167
U60833	N10629 N14374 N43436 N58871 N6932 N8978
U60835	N37811
U60836	N21519 N40716 N8148
U60837	N55776
U60842	N15655 N16221 N63180
U60847	N50513 N51388 N62546
U60850	N15394 N20151 N22260
U60852	N27581 N31057 N35729 N52916 N58615 N61103 N8148 N871
U60855	N25113
U60856	N11699 N36780
U60859	N10559 N16804 N16938 N20495 N38032 N39535 N46301 N52333 N63314
U60861	N14742 N17070 N45523 N53216 N53818 N61363
U60863	N16725 N25791 N57595
U60865	N34000 N38832 N41526
U60868	N10235 N13429 N14185 N14761 N16870 N37120 N45225 N46301 N53907 N58641
U60870	N26257 N2782 N58241
U60871	N21510
U60872	N7328
U60873	N28058 N30867 N35729 N48124 N48728 N7534
U60874	N14742 N15034 N17386 N18285 N21343 N23554 N28910 N29597 N3086 N3259 N34240 N37748 N40344 N40839 N43495 N4408 N47889 N51706 N53057 N54579 N54842 N54980 N56442 N56889 N57191 N5791 N63054 N63810 N646 N9674
U60875	N41380
U60876	N3491 N40839 N63180
U60879	N10136 N20406 N24252 N25258 N26705 N27526 N3259 N36386 N37009 N41298 N45736 N4693 N5270 N60091 N60170 N61022 N62318 N706 N7534
U6088	N7535
U60883	N14742 N42137
U60884	N29128
U60888	N30314 N49458 N8559
U60894	N17020 N30867 N51706 N60170
U60895	N11551 N19212 N40839 N63970 N8957
U60898	N11786
U609	N21122 N22260 N38701 N45999 N57457 N58641 N64273
U6090	N36751
U60905	N43436 N50456
U60906	N60615 N6157
U60908	N7535
U60909	N37009 N43370
U60913	N18285 N30241 N33828 N35800 N37748 N5106 N9457
U60914	N21383 N38701 N61267
U60916	N35729
U60919	N11738 N30867 N4404 N44361 N58264 N60550
U60920	N64273
U60921	N51706 N6225 N8148
U60924	N20530 N40658
U60927	N21554 N25212 N4770
U60931	N40555 N8834
U60936	N64716
U60937	N1637 N16908 N22270 N35729 N51701 N63970 N7328 N834
U60938	N34561 N53907
U6094	N35729 N53585
U60941	N57886
U60943	N30092 N36209 N37811
U60944	N10559 N10884 N13429 N14340 N14761 N16793 N17844 N19236 N20495 N21019 N21215 N21428 N22880 N2599 N29249 N30190 N33172 N33524 N33617 N34279 N36288 N38367 N4159 N43955 N44251 N4527 N45523 N53585 N54069 N57987 N58264 N59237 N61869 N62003 N63958 N6778
U60945	N18573
U60946	N6905
U60947	N24187 N25313 N63180
U60949	N51706
U60952	N3321 N52544
U60953	N46681 N6622
U60954	N24913 N25113 N28132 N57886 N60314
U60955	N38701
U60956	N29597 N3491 N8148
U60960	N33485
U60964	N32874 N34004 N37331 N5270 N5469
U60965	N13422 N13429 N21077 N38870 N51706 N53118 N8316
U60966	N29860
U60967	N22880 N37147 N44386 N57464 N64955 N7333 N8978
U6097	N10897 N13935 N14761 N15393 N18378 N18743 N24538 N25554 N28058 N39986 N46127 N5104 N53216 N54834 N58366
U60979	N34069 N53585
U6098	N11529 N19638 N27526 N32754 N44251 N63222
U60980	N1622 N1960 N27464 N29529 N3471 N41045 N44731 N47413 N54497 N59769 N61022
U60983	N37734
U60984	N157 N16334 N19236 N27631 N29544 N3517 N56303 N57934 N62888 N740 N8907
U60985	N12398 N16221 N19903 N20530 N24759 N25173 N29923 N48742 N63582
U60986	N11175 N12596 N14441 N17099 N20500 N39838 N40254 N43087 N43161 N45215 N4763 N48925 N57012 N59852
U6099	N61880
U60992	N14742 N24749 N41578
U60994	N16215 N30867 N35729 N37811 N40254
U60995	N18378
U610	N41122 N54532
U61000	N41881 N63491
U61001	N14417 N16215 N20495 N39677
U61007	N14761 N27143 N35729
U61009	N19347 N40716 N59852 N64273
U61010	N10575 N15034 N1637 N22952 N27510 N29021 N43000 N45663 N54303 N64408 N9729
U61012	N40716 N51706 N871
U61016	N1080 N35108 N47889 N56707
U61017	N17770 N27526 N62539
U61018	N3491 N65185
U61019	N23554 N36565 N37378 N4936 N54842 N57754 N59231
U6102	N14689 N22029 N22260 N27012 N29451 N34009 N34399 N35729 N53585 N7328
U61020	N12493 N15023 N23414 N28702 N34069 N367 N40442 N42454 N4524 N45523 N45889 N47525 N48742 N50117 N51706 N52967 N53585 N56586 N57582 N57886 N63854 N8148
U61023	N16545 N35305 N56451
U61024	N11405 N13269 N23414 N26009 N32109 N46841 N49145 N53393 N60761 N63970 N64787
U61029	N27581 N28134 N3491 N36780 N51305
U61031	N25158 N61022
U61040	N13935 N25284 N31145 N34392 N41351 N534 N59241
U61041	N32874
U61042	N2814 N41122
U61044	N32109
U61045	N12431 N14958 N21202 N40716 N45999 N4806 N58113
U61046	N36751 N48925 N63970
U61047	N34069 N871
U61051	N29849 N31224 N4936 N8179
U61054	N12894 N13429 N33485 N41881 N4690 N57008 N60615 N62395 N6622
U61056	N22976
U61057	N12859 N33617 N38330 N51983 N7376
U61058	N55204 N56575
U6106	N11025 N21604 N23352 N25623 N36360 N37630 N42028 N50373 N50760 N51706 N53216 N53585 N55177 N871
U61060	N21215 N25761
U61061	N48699
U61065	N12665 N13362 N35305 N41881 N50314 N50755 N57738 N63697
U61068	N47353 N58264
U61069	N13139 N41840
U6107	N18630 N35729
U61072	N34997
U61073	N16113 N51388
U61074	N10855 N11699 N18403 N21685 N22976 N24809 N24946 N26758 N28467 N28551 N3280 N3309 N3500 N35729 N37811 N38119 N46357 N51111 N54842 N60304 N61959 N63970 N871
U61075	N33964 N40839
U61077	N55497 N7632
U61078	N60615
U61079	N12398 N13429 N47718 N48657 N48742 N51983 N63835 N8148
U6108	N59852
U61081	N28158 N3501 N41881 N43778 N871
U61082	N63970
U61083	N15393 N43475
U61084	N27721 N46990 N61022
U61086	N3501 N41840 N42457
U61087	N18285 N40839 N53470
U61088	N29055 N38182 N55043
U61091	N28811 N29415 N29854 N34069 N48920 N51587 N53585
U61092	N38215 N43487 N49262 N58200
U61093	N10764 N21383 N38285 N55582 N64273
U61096	N40442 N41881 N48742 N51692
U61097	N3259 N40839 N6693
U611	N55204 N61880 N63970
U61101	N2814
U61105	N16230 N29451 N42528 N53336
U61107	N40716
U61108	N24749
U61110	N53585
U61113	N61275
U61114	N12194 N14724 N14901 N16199 N24538 N254 N27864 N28467 N32437 N329 N33226 N41298 N42512 N42528 N45758 N46465 N48699 N51706 N54179
U61115	N15655 N30842 N33170 N34997 N36883 N40716 N43955 N871 N9134
U61119	N12722 N16128 N1732 N18106 N25064 N36565 N37418 N44212 N63656
U61120	N12894
U61122	N56586
U61126	N53585
U61127	N16040 N16257 N17498 N26682 N27826 N31177 N3179 N36097 N38787 N45291 N47413 N57752 N60550 N62055 N6436
U61128	N33271 N33705 N38621 N42758 N48120 N62105
U61129	N25623 N29249 N38491 N5869 N58757
U6113	N32423 N35729 N37857 N40555 N41651 N44251 N47889 N48699 N49998 N54980 N55043 N5560 N60383 N63970 N64955 N871 N9674
U61130	N18531 N23535
U61137	N15765 N1732 N3491 N43524 N45020 N54378 N64852
U61138	N15523 N20342 N3259 N35729 N4404
U6114	N15026 N29854 N4247 N49789 N52784 N53907
U61140	N15855 N17292 N21895 N25158 N25908 N33170 N41840 N45016 N46063 N5637 N57886 N58538 N60094 N61120 N63656 N7062 N8908
U61141	N41881 N4936 N60933
U61145	N12431 N14761 N22772 N57886 N58538 N59852 N871
U61150	N42079 N42137 N48699
U61153	N18004
U61154	N47508
U61156	N14761
U61158	N10998 N20342 N22880 N7863
U61161	N41881
U61165	N34113
U61167	N33285
U61169	N14417 N16533 N21771 N28856 N45215 N8316
U61170	N14761 N30814 N40716
U61172	N43955 N8908
U61175	N24809
U61176	N41045
U61177	N26272 N32069 N33170 N3900 N47889
U61178	N64273 N7328
U6118	N10671 N16793 N54842 N8275
U61181	N16215 N1825 N23547 N28058 N28576 N30867 N35607 N3841 N40716 N43955 N48077 N51706 N59852 N871
U61185	N17070 N24187 N32109 N32872 N38014 N38701 N46465 N8855
U61186	N16804 N19716 N2937 N42137 N42966 N4404 N45391 N48077 N48829 N50016 N50060 N50864 N54090 N54469 N54522 N60068 N60668 N61880 N62313 N62318 N62838 N65039 N9308
U61188	N37811
U61189	N45016 N51895
U6119	N14374 N19318 N21019 N35729 N43233 N45807 N47889 N48124 N51702
U61190	N25761
U61192	N41881 N51706
U61193	N39777 N47708 N58538
U61194	N29197 N40716 N53354
U61198	N1171 N11899 N16711 N20790 N21394 N24619 N31459 N35729 N37857 N40716 N43846 N48645 N57181 N58641 N63970 N8878
U612	N2554 N60895
U61200	N13165
U61205	N40839 N57485
U61206	N35729 N40716 N48699
U61208	N39370 N58469
U61209	N41881
U61210	N44251
U61211	N16533 N27581 N34069 N51692 N52135 N52500 N54842 N61214 N63843 N7376 N871
U61215	N10559 N36271 N63491 N64408
U61216	N61363
U61218	N21202 N41881 N58264
U6122	N10235 N16199 N37811 N42137 N42512 N8148
U61222	N22851 N40839 N60678 N871
U61224	N14742 N54232
U61228	N39587 N6399
U61230	N40839 N9727
U61232	N16199 N39029
U61234	N19347 N46357 N54522 N57886 N58641
U61235	N58641
U61236	N36888 N49458 N51706
U61237	N11257 N17115 N28152 N41881 N49758 N58264 N6103
U61239	N8148
U6124	N24180 N32643 N48657 N53585 N62105 N62290 N7328
U61241	N10559 N16730 N16976 N32520 N45999 N61103 N63906 N64273 N8422
U61243	N51187
U61244	N18378 N27311 N35729 N45807 N53585 N5683 N8123
U61245	N29597 N51706 N65039
U61247	N63180
U61248	N13836 N14757 N20495 N28702 N32098 N49491 N51706 N63810 N871 N8864
U61249	N52886
U6125	N21554 N60402 N6354 N63970 N8148
U61253	N12493 N39978
U61254	N10575 N10897 N17498 N21685 N35108 N38701 N44361 N9899
U61256	N13429 N17927 N36271 N40716 N4159 N45523 N52246
U61257	N10855 N12341 N26250 N32683 N38119 N40716 N41298 N4404 N47981 N871
U61258	N10235 N16199 N19411 N2078 N42457 N43846 N43955 N45523 N5104 N56187 N64367 N7187
U6126	N10575 N13762 N15855 N20758 N21895 N2486 N25158 N29128 N30190 N37979 N41840 N44324 N54125 N5497 N61404 N63970 N65172
U61260	N18285 N28046 N28828 N33964 N34034 N58871 N61769 N63970 N6656
U61264	N20919 N25109 N29468 N34069 N53585 N60346 N61103 N62247
U61265	N61363
U61266	N15855 N43436
U61267	N10629 N10896 N3128 N33506 N43410 N45880 N47653 N48742 N54150 N54469 N56801 N61916 N6285 N9854
U61268	N63970
U6127	N41881 N46464
U61270	N21019 N30802
U61273	N57582
U61274	N15855 N23935 N27581 N42457 N43635
U61277	N30867 N39986 N40716 N42726 N50538 N51706 N56889
U61278	N254 N43495 N55043
U6128	N17451 N53216 N61032
U61282	N49200
U61288	N35729 N4255 N58641
U61289	N23901
U6129	N19347
U61292	N14761 N38621 N63835 N6622
U61293	N63970
U61295	N38330 N60186
U61297	N17289 N40442
U61298	N38285 N44361 N58641 N8082
U6130	N29849 N38566 N54842
U61301	N10629 N14191 N18999 N22126 N33117 N3418 N43436 N54150
U61305	N11653 N18285 N40716 N44361 N45523 N5948 N7422
U61308	N35729
U61315	N19347 N20495 N2235 N22976 N261 N2994
U61316	N62318
U6132	N14761 N21202 N27526 N29917 N32109 N35729 N38701 N39498 N41224 N41439 N46655 N5290 N54834 N56889 N59761 N60186 N61959 N63491 N8834
U61321	N21215 N24441 N48742 N8082
U61324	N36780
U61328	N11461 N14901 N19638 N26682 N37378
U61329	N40254 N5980
U61330	N12194 N3418
U61336	N31447 N831
U61342	N18285
U61344	N50575
U61345	N14761 N20495 N21771 N28467 N4255 N52398
U61348	N20079 N2078 N48742 N61997
U61355	N19638 N41881
U61357	N10121 N33172 N64734
U61359	N42457
U61360	N13220 N13540 N1362 N15462 N15464 N18004 N1940 N19542 N21153 N22270 N23414 N23590 N26009 N28702 N29597 N31181 N32010 N33617 N37586 N37748 N52339 N53585 N55204 N55435 N55897 N57780 N63180 N63970 N64734 N65039
U61362	N20342 N61022
U61363	N40286 N58775
U61366	N32874
U61367	N19347 N25623 N41881
U61370	N12143 N55309
U61371	N1857 N19565 N30792 N32798 N43818 N45445 N4567 N47525 N54073 N54232 N58383
U61373	N29597 N41881 N53585 N871
U61375	N17000 N44251
U61377	N3500 N45225
U6138	N20079 N25768 N27930 N33617 N3500 N38215 N3930 N39498 N42079 N43778 N45523 N54347 N54497 N57485
U61380	N14417 N22260 N28833 N35729 N36780 N45020 N46655 N55043 N55250 N58871 N64513
U61382	N27869 N38215 N42457 N51552 N60550 N8559
U61384	N13429 N16349 N23971 N28188 N2823 N28887 N40676 N40949 N41968 N4936 N54842 N5962 N5980
U61387	N40839
U61391	N52946 N63970
U61392	N22260 N27402 N2823 N37748 N39777 N45395 N50060 N54836 N61880 N61997
U61395	N26683 N3930
U61398	N25158 N60615 N8702
U61399	N12859 N26250 N28188 N46011
U614	N50060
U61401	N27526 N53585 N871
U61402	N11484 N16199 N22772 N2511 N33964 N37120 N37811 N41298 N41439 N5270 N55582 N61997 N7062
U61403	N60170
U61404	N2814 N38330 N40839 N61880
U61406	N11484
U61409	N10375 N12219 N14464 N18285 N2395 N3321 N59922 N64273
U61413	N63970 N871
U61414	N871
U61417	N10897 N43488 N47428 N65099
U61419	N14742 N27152 N35729 N60364
U61422	N30507 N54090 N64182
U61424	N21018 N26721 N34000 N35729 N43541 N4804
U61425	N11405 N18005 N41881 N48284 N53585
U61428	N11786 N14742 N157 N18285 N20018 N23554 N36751 N44361 N51706 N52631 N65039
U61431	N28058 N39677 N61959
U61432	N14761 N27526
U61433	N11738 N20079 N25971 N34069 N35597 N37377 N45519 N4690 N48657 N48742 N6622 N871
U61435	N3086 N31057 N41122 N42528 N51388 N51692 N54077 N59852 N7328 N8929
U61437	N31883 N33828 N40442 N41881 N44540 N5104
U61442	N63970
U61444	N17109 N1940 N29340 N8834
U61449	N17844 N28134 N31057 N58264 N62609
U6145	N45523 N8148
U61451	N48483 N53544 N54469
U61452	N22081 N28058 N57012
U61454	N12850 N16804 N38215 N57934
U61455	N2599 N43436 N43884 N48742 N59295
U61456	N23394 N29917 N39495 N44361 N48325 N871
U61459	N19347 N26272 N38701 N41881 N53585 N63970
U61464	N17975 N23883 N32185 N32643 N38701 N4247 N45523 N45609 N49088 N64734 N8148 N9763
U61465	N19347 N19982 N44324 N62290
U61467	N64787
U61468	N48742 N53585
U61469	N48657 N50538
U6147	N10235 N14185 N14761 N22270 N29544 N29924 N32069 N40442 N41881 N43436 N47556 N48742 N53900 N62342 N7328
U61471	N60615
U61475	N25406 N38701 N63970
U61476	N18378 N35729 N55940
U61480	N3500 N35729
U61483	N29849 N41881 N44361 N49458
U61484	N17109 N50538 N64408
U61485	N44521 N61880
U61487	N14741 N22126 N23414 N53660 N62366
U6149	N13958 N28061 N52626 N60949
U61490	N36095 N53216
U61491	N14887 N20335 N30163 N49262 N57733
U61495	N54069
U61497	N31960 N34069 N40716 N48645 N63054 N9892
U6150	N10998 N11273 N1180 N12845 N13981 N21936 N32377 N37384 N37889 N39269 N42028 N50594 N51489 N55042
U61500	N18285 N34564
U61502	N30648 N34869 N40716 N61880 N6905 N8148
U61507	N29854 N39978 N47167 N51706 N60978
U6151	N53585
U61511	N12805 N13993 N18714 N22499 N23554 N25761 N3259 N46444 N61103 N8082
U61513	N14761 N21178 N22270 N32098 N3259 N3536 N48053 N52398 N54347
U61516	N12894 N48755 N5290
U61518	N51489
U6152	N21526 N24187 N3541 N58641
U61520	N41045 N55204 N56636 N58113 N7535
U61521	N24421 N49838 N5188
U61522	N3500 N40791 N51706 N53382 N57582 N6622
U61523	N12489 N14866 N2599 N28552 N41122 N53585 N63970
U61524	N41651 N62318
U61526	N55497
U61527	N20495 N48284 N53907 N62609 N9186
U61528	N14191 N27907 N57595
U6153	N10629 N10998 N18285 N2078 N24759 N28203 N31213 N41578 N42079 N44540 N51692 N54232 N55582 N56011 N56586 N58264 N60383 N6225 N6354 N6576
U61530	N14761 N17500 N50060
U61532	N10897 N35729
U61534	N19690
U61535	N35729
U61537	N22081
U61539	N10843 N11706 N12352 N13935 N19638 N4159 N42457 N52962 N56586 N58081 N58871
U6154	N11723 N45445 N48912 N53696 N54179 N54361 N5951 N59573
U61540	N1171 N2201 N2389 N27744 N29128 N30867 N3128 N33308 N34998 N35108 N36271 N38179 N38367 N40839 N4247 N43704 N4524 N49458 N51706 N5469 N55582 N57754 N63491 N64513 N6622
U61542	N15068 N35643 N45999 N62318 N7376
U61544	N32643
U61545	N3501
U61546	N37377 N41651 N44361 N44856 N46305
U6155	N14757 N3259 N35729 N38159
U61551	N26940 N60895
U61552	N30648 N30884 N56011
U61557	N23370 N28512 N28856 N40716 N54834 N58227 N6225 N63180 N63414 N64560 N871
U61560	N28248 N35729 N48514
U61562	N16215 N18127 N18999 N25471 N46301 N54842 N7422
U61564	N62467
U61566	N20170 N42028 N42937
U61567	N17109 N32643 N52962
U61568	N19347 N27526
U61569	N3820 N63656
U61570	N10843 N43092 N45016 N47218 N48077
U61571	N14513 N34869 N49987 N62318
U61575	N12194 N15655 N27526 N4816 N57582 N59769
U61577	N12194 N12665 N15855 N25158 N42457 N56586 N65111
U61578	N3259 N59922 N64273
U61579	N32109 N32285 N3500 N4510 N45523 N58078
U61582	N34099 N60364
U61583	N21981 N22976 N27526 N28811 N54469 N871
U61589	N25030
U61591	N1914 N24689 N35729 N38367 N44092 N54992 N7328
U61593	N25158
U61595	N2511
U61597	N13923 N14742 N15034 N1825 N19347 N26714 N26880 N36360 N37242 N37811 N40716 N43955 N48284 N49519 N51706 N52050 N55618 N55937 N58264 N60364 N61880 N7422 N871
U616	N10896 N316 N43524 N43903
U6160	N18285 N22471 N29561 N35729 N39790 N44419 N44521 N46655 N54842 N59922 N59923 N8834
U61601	N10062 N10897 N13011 N20342 N21019 N21428 N40837 N41122 N51706 N52333 N6197
U61603	N14761 N20758 N34554 N871
U61604	N12194 N19131 N21178 N2994 N33617 N36271 N3863 N39986 N46984 N55204 N57582
U61605	N19638 N40344 N42457
U6161	N52544 N6225
U61611	N7535
U61613	N32643 N35729 N48699
U61614	N57733
U61616	N28091 N41881
U61619	N14761 N16631 N24917
U61620	N37811
U61621	N14689 N15765 N27526 N2782 N38701 N53330 N53585 N54842 N57300 N58641
U61622	N64273
U61623	N15269 N24187 N41881 N53585
U61625	N14761 N23414 N28132 N32069 N4255 N43006 N45395 N47218 N61826 N62485
U61627	N16486 N20139 N23535 N28203 N35729 N37242 N37748 N53585 N60108 N60615
U61628	N14761
U6163	N29416 N46389 N54469
U61634	N10897 N31057 N3491 N35729 N3820 N38215 N38701 N45736 N45999 N5270 N53585 N61880 N62055 N8148
U61636	N14948 N3890 N45999 N58641
U61638	N11405 N26415 N51692 N62546 N8148
U61640	N22705 N25158 N42457 N48657 N7187
U61642	N52428
U61643	N62620
U61644	N10998 N15854 N24032 N24923 N29854 N50086 N5290
U61645	N14742 N53470 N58641
U61650	N2400 N40631 N706
U61651	N29468
U61652	N23554
U61653	N15765 N20979 N21077 N245 N25971 N34564 N36095 N41979 N43149 N51332 N51616 N52448 N54792 N57336 N58113 N6108 N6157 N63913 N8148 N9779
U61655	N25064 N35729 N53585 N55043 N58641 N65039 N871
U6166	N42079 N8148 N9163
U61664	N16199 N45523 N54006
U61665	N29849
U61667	N19347 N21178 N26758 N41697 N42137 N53585 N58264
U6167	N29279 N31213 N40716 N48699 N63970
U61671	N10559 N21383 N63970
U61673	N35729 N4404 N44145 N54974
U61674	N12291 N50060 N51491
U61675	N19152 N20495 N52962 N62634 N6890
U61677	N44037 N45792 N46057 N60211
U61680	N45016 N8148
U61681	N14191 N19318 N23547 N2599 N28856 N48124 N49908 N60445 N60978 N63390
U61684	N14185 N35729 N45523 N53585
U61685	N18285 N51692 N53585 N57886 N64273 N7754
U61691	N53585
U61693	N13197 N42536
U61695	N10559 N60615 N61022
U61697	N50751
U61699	N35729 N40839 N53585
U617	N36739 N39677 N60441
U61702	N22260
U61705	N14568 N48699 N5560 N61880
U61707	N27311 N45523
U61708	N4510 N56011
U6171	N37811 N55937 N56353 N58410 N61997
U61712	N37739
U61715	N21895 N32109 N42137
U61716	N35729 N35898 N53585
U61719	N12194 N28058 N34998 N38159 N53585
U6172	N42726
U61723	N12859 N13131 N20796 N21519 N24913 N26349 N30817 N32437 N35729 N40837 N41651 N41881 N44059 N45523 N53585 N54842 N60450 N63971 N6693 N871
U61724	N10897 N17498 N37889 N45146 N45736 N64273
U61726	N18059 N18219 N21519 N22880 N28058 N46759 N48514 N59576
U61727	N14761 N36889 N59237
U61729	N14742 N3243 N37748 N38197 N38309 N53585
U61730	N20342 N64273 N9674
U61734	N18285 N38367 N41224 N57582 N63697
U61738	N43429 N54377
U61739	N29544
U61742	N18285 N28850 N33617 N46681
U61746	N40318 N46724 N48134 N57754
U6175	N32641 N34869 N3491 N63970 N64273 N9944
U61750	N16788 N22705 N23414 N2719 N30867 N36118 N37811 N40555 N5073 N871
U61752	N33828 N4408 N53382
U61753	N10162 N13471 N13762 N17160 N18285 N18403 N20824 N2937 N31931 N34000 N42965 N44521 N4569 N46057 N49101 N50373 N50818 N51616 N61022 N6157 N62546 N64513 N7649
U61754	N10884 N11701 N14724 N18285 N21771 N25608 N27526 N29544 N3259 N32641 N39782 N44251 N51368 N51706 N54891 N56333 N61022 N63810 N9674
U61757	N23554 N3128 N8148
U61762	N2878 N3243 N33861 N4408 N48473 N51232 N58871
U61763	N19152
U61764	N22127
U6177	N4690
U61770	N15393 N29197 N45523
U61772	N63970 N8148
U61774	N19236 N53585 N871
U61776	N55940 N59852 N62838
U61777	N45395
U61778	N63970
U61781	N40839 N48890
U61782	N19542
U61783	N35729 N64408
U61785	N61022 N871
U61786	N3491 N37377 N40555 N51692
U61788	N26134 N35905
U6179	N45999 N48875 N51489 N51777 N61103
U61790	N48925 N50513 N54569
U61791	N10843 N38182 N41298 N54378 N9899
U61793	N10235 N11405 N15393 N18942 N19131 N19716 N20755 N24406 N27096 N28702 N29415 N39498 N40716 N45523 N4598 N46990 N49088 N50086 N51706 N52396 N52500 N53419 N53470 N5374 N6285 N64273 N64408 N7328 N7863 N812 N871 N8834
U61794	N2554 N27425 N30884 N62634
U61796	N10235 N10559 N19982 N21460 N40973 N42457 N43955 N871 N9227
U6180	N24187 N34574 N36684 N38032 N43353 N6107 N9186
U61800	N20377 N30989 N62366 N8148
U61801	N6225
U61804	N10502 N12168 N12194 N12596 N17099 N20699 N21202 N2415 N28144 N32069 N43635 N47906 N48449 N51589 N53470 N56156 N64139 N8572
U61805	N21178 N3491 N3500 N46301 N48657 N6890
U6181	N3395 N51680
U61811	N34888 N41526 N53354 N61221 N6576
U61812	N17770
U61813	N14340 N25113 N32933 N53216
U61818	N42137
U6182	N1914 N22260 N26009 N29128 N35729 N37889 N43955 N48742 N54980
U61821	N19347 N21122 N22880 N25634 N27721 N48699 N5104 N53354 N54497 N58871 N62395
U61822	N23414 N53585
U61823	N58264
U61824	N28279 N43846 N48829 N59923
U61828	N15655 N53470 N54980 N63054 N6939
U61832	N1825
U61835	N41380 N47525
U61837	N45523
U61838	N4510 N45807
U61842	N41651 N55497
U61845	N14724 N15034 N21771 N23554 N28234 N30303 N50798 N51706 N62318 N8907
U61847	N49009
U61848	N19131 N41122 N48603 N51692 N54422 N63252
U61850	N3309
U61852	N19347
U61854	N21215 N32423 N871
U61855	N10897 N24803 N30507 N43846 N61880 N63970
U61862	N37377 N44656 N54522
U61863	N30802 N48890 N53585
U61865	N57987
U61866	N14512
U61873	N45523 N53585
U61874	N37331 N4873 N64734
U61875	N14761 N16533 N34069 N43955 N59852 N60895 N62816 N817
U61877	N21215 N22081
U61878	N63970
U61879	N14761 N22273 N50751
U6188	N13167 N3086 N35486 N36676 N49699 N55618 N58641 N7988 N871
U61880	N14417 N16545 N20758 N42457 N48829 N58871
U61881	N11708 N20495 N34574 N36739 N42506 N4936 N52398 N6379
U61882	N48742 N57457 N57886 N63656
U61884	N26250 N27526 N32109 N63970 N7422
U61887	N44324
U61890	N31687
U61891	N13094 N15655 N37033 N42457 N4404 N57147 N57886 N58264 N61997 N64273
U61893	N60170
U61898	N29249 N59852 N6808
U6190	N12597 N14761 N20917 N2511 N28222 N28376 N32607 N3491 N37867 N47544 N51983 N52447 N63074 N6379
U61902	N11228 N14565 N17822 N22471 N32916 N33617 N48920 N54842 N61267
U61904	N17020 N46984
U61909	N17292 N53585
U61910	N51692 N55582
U61911	N23414 N3500 N40254 N40839 N63180 N871
U61912	N29597 N36780
U61917	N63971
U61918	N20079 N20342 N48699
U61919	N13981 N1581 N18285 N25158 N41122 N42528 N45999 N46357 N49998 N53118 N63656 N63970
U61922	N48603
U61923	N34069 N34476 N40442 N52196 N54974
U61924	N21981 N29529 N3083 N36230 N4690 N60615 N63970
U61926	N40318
U61927	N27907 N28319
U61928	N11180 N17776 N21143 N22471 N2856 N31057 N31090 N32754 N35622 N42956 N48742 N5325 N657
U61929	N15034 N27581 N55949 N56586
U61931	N16244
U61935	N18285 N24421 N29340 N2937 N37811 N41298 N4770 N57878
U61936	N10235 N21220 N2415 N33617 N37586 N38215 N48124 N49009 N53585 N63583
U61939	N23942 N45523
U61941	N27526
U61943	N20495 N3841
U61944	N17070 N19347 N35439 N36739 N55497
U61948	N18106 N53585 N55897 N60913
U61949	N42457 N42803 N46439
U61952	N33828
U61954	N16215 N7422 N871
U61956	N31145 N32641 N40716 N43541
U61957	N11307 N40442 N43635 N46768 N53393 N55582 N63970 N9854
U61958	N12194 N25148 N50575 N52946 N63554 N6890
U61959	N15655 N41581 N47525 N5290
U61960	N22471 N28467 N30473 N58641
U61967	N29597 N32641 N34998
